12	16	17	24	28	29	08
02	08	14	23	25	32	06
09	15	18	29	32	33	02
03	08	09	13	15	18	10
06	14	16	26	28	29	07
04	15	21	25	29	33	06
06	09	12	16	27	31	06
03	06	14	18	20	26	01
05	10	16	23	27	33	14
01	04	11	19	32	33	05
02	04	07	24	25	32	13
01	05	07	14	18	33	07
02	04	12	21	25	32	16
06	08	22	24	25	26	01
07	09	14	26	30	31	04
02	03	07	08	17	22	15
06	09	16	18	22	29	11
06	10	13	25	26	32	11
02	03	13	18	20	31	11
